keyword,theme,sub_theme,intent,corporate_transport_score,funding_intent_score,over_3m_score,financial_health_score,cpc_score,total_score,monthly_search_range,estimated_monthly_searches,competition,top_bid_low,top_bid_high,rank,recommended_match_type,initial_max_cpc,reason,risk,source,notes
繁忙期 運送会社 運転資金,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
繁忙期 運送会社 資金繰り,受注増・成長資金,先行資金,成長に伴う運転資金,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
繁忙期 運転資金 運送会社,既存配信監査,既存設定,既存Google広告キーワード,25,20,6,15,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存設定との差分・重複を確認するために記録。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
保証協会 融資 審査 通らない 運送会社,融資待ち・追加資金,審査・実行待ち,既存調達が間に合わない,25,25,6,10,未評価,66,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存の金融手段を使おうとして時間・審査で詰まる局面。,金融KWのためCPC上昇・審査悪化の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック リース 審査,既存KWP観測,短い種語・対照,KWP実測のある対照語,15,12,20,8,10,65,10–100,40,中,199,860,A,完全一致（KWP確認後にフレーズ追加）,50円テスト対象外（低額帯が50円超）,過去のKWP観測を漏れなく比較対象に残す。単独出稿の可否は別途評価。,短い語は販売・情報収集意図を含む場合がある,KWP観測 2026-08-12,検索数はKWPレンジ。推定検索数は安全側の換算値（0–10=4、10–100=40、100–1000=300、1000–10000=3000）。
トラック ローン 審査,既存KWP観測,短い種語・対照,KWP実測のある対照語,15,12,20,8,10,65,10–100,40,中,149,1033,A,完全一致（KWP確認後にフレーズ追加）,50円テスト対象外（低額帯が50円超）,過去のKWP観測を漏れなく比較対象に残す。単独出稿の可否は別途評価。,短い語は販売・情報収集意図を含む場合がある,KWP観測 2026-08-12,検索数はKWPレンジ。推定検索数は安全側の換算値（0–10=4、10–100=40、100–1000=300、1000–10000=3000）。
トレーラー 修理代 立替,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,20,20,10,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トレーラー 修理費 支払い,修理・事故・稼働停止,修理費支払,稼働継続の緊急資金,15,20,20,10,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,稼働停止回避・高額修理の資金需要。,修理業者探し・工賃相場の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
フォークリフト 導入 資金 運送会社,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 デジタコ 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 トラック リース 審査,車両導入・増車,法人フィルター,車両導入の代替資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人・事業用を明示し個人購入を抑える。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 ビジネスローン,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 フォークリフト 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 フォークリフト 導入資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 運行管理システム 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 営業所 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 外注費 支払い 運転資金,傭車・外注,協力会社・外注,協力会社等への支払原資,25,20,12,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 外注費 支払い 資金繰り,傭車・外注,協力会社・外注,協力会社等への支払原資,25,20,12,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 外注費 支払い 立替,傭車・外注,協力会社・外注,協力会社等への支払原資,25,20,12,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社の下請け・外注支払いの資金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 設備資金,直接金融・比較,運送業向け資金調達,法人向け事業資金を探す,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,案件との整合性が高い対照群。,金融比較・他業種の混入、CPC上昇の可能性,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 倉庫設備 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 倉庫設備 導入資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 点呼システム 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 配車システム 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 物流倉庫 設備資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 物流倉庫 導入資金,設備・拠点投資,設備導入,設備投資資金,25,12,20,8,未評価,65,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,法人の設備投資・拠点整備に伴うまとまった需要。,補助金・製品比較意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
